job_title,job_description,company_name
Public Relations Executive/Senior Executive,"Role & Responsibilities   1. Content Strategy Development: Collaborate with SEA Marcom to develop a content strategy. Create high-quality and industry-relevant content for various channels, including websites, blogs, social media, email campaigns, and whitepapers. Edit content to ensure accuracy, consistency, and align to brand guidelines.  2. Localization: Adapt global content to suit the local nuances, and cultural sensitivities. Work closely with translators or content creators for the specific countries.  3. SEO and Content Distribution: Work with SEA Marcom to optimize content to improve ranking in SEA search engine results. Work with SEA Marcom to implement a multichannel content distribution strategy  4. Performance Analysis: Monitor and analyze the performance of content using analytics tools.  5. Collaboration with Stakeholders: Collaborate with internal teams like product management and sales for insights to align with business objectives. Liaise with external partners for content creation and localization.  6. Trend Monitoring: Stay abreast of industry trends and competitor activities in the SEA. Integrate relevant trends into content strategies.  7. Media Relations: Build and maintain relationship with key media. Arranging press conference.  Qualification & Experiences Required  Minimum Bachelor's degree in Communications, Public Relations, Journalism, or related field. Minimum of 4 years of experience in Public Relations or communications roles, preferably in the Southeast Asia region. Proven track record of successfully executing Public Relations campaigns and initiatives, with a strong understanding of media relations. Excellent written and verbal communication skills, with the ability to craft compelling Public Relations materials and effectively communicate with media contacts. Strong interpersonal and relationship-building skills, with the ability to collaborate effectively with internal and external stakeholders. Ability to work effectively in a fast-paced environment, manage multiple projects simultaneously, and meet tight deadlines. Competent in digital marketing concept and willingness to learn related skills when required Knowledge of regional media landscape, cultural nuances, and regulatory environment in Southeast Asia. Candidate with an existing foundation of media relationship with mainstream media in Singapore is highly preferred Proficiency in English and one or more Southeast Asian languages is preferred. Experience working in B2B industry is a plus.",Delta Electronics Int'l (Singapore) Pte Ltd
"Executive / Senior Executive, HR (Scheme Administrator)","This newly established role will be responsible for running a new employee retention scheme across the public healthcare clusters. To facilitate the administration of the scheme, the role will support the team in working with a vendor to support the implementation (i.e. build, test, deploy) of a new system platform for use across the public healthcare sector (e.g. MOHH and the 3 healthcare clusters). This involves supporting the project manager in working with internal and external stakeholders to gather requirements and track the progress of deliverables are on target. The candidate will function as the subject matter expert in the scheme administration. The candidate will also support the management and escalation of issues for troubleshooting or de-bugging post-go live. This includes identifying and tracking the system issues/bugs and working with the 3rd party vendor to ensure timely resolution.  The candidate will also be responsible for managing the enquiry mailbox, and providing answers to simple queries. For more complex enquiries, the candidate will need to work with internal and external teams to formulate a response.  Job Responsibilities: Assist with tracking the overall project plan for new system implementation (e.g. project deliverables, milestones, and required activities and tasks)  Liaise with Vendor for all project deliverables including functional specifications, design document, project check list, UAT scenarios, coordinating UAT sign offs and flow diagrams etc.  Participate in the system development, system integration to existing platforms and maintenance requirements  Prepare regular reports to ensure visibility of project progress as well as for timely updates to senior management  Collaborate with internal teams and key stakeholders to validate requirements and test solutions Support the review, testing and deployment for new system initiatives / enhancement and changes Ensure system/services are in compliance with professional standard, legal and regulatory requirements related to labour law, data protection, recordkeeping and reporting standards Pre-empt potential problems and escalate them to internal teams where necessary Manage the enquiry mailbox, work with stakeholders to formulate a response where required and ensure enquiries are closed within a reasonable timeframe  Job Requirements: Degree in Human Resource Management and Analytics, Business Information Technology, Computer Science or equivalent Experience in HRIS and related projects, or handling enquiries preferred; fresh graduates may apply. Experience in documenting processes for timely reporting preferred Strong analytical and problem-solving skills, comfortable with strict deadlines and managing concurrent workstreams Excellent interpersonal and communication skills, both written and verbal Aptitude to work in a fast-paced, changing environment and deal with ambiguity",MOH Holdings Pte Ltd
Vendor Onboarding & Operations Executive,"“To be the most loved everyday food and groceries destination!” - that’s our mission at foodpanda (small ‘f’). foodpanda is the largest food and grocery delivery platform in Asia, outside of China. Operating in more than 400 cities across 11 markets, we continue to expand and grow in our core food delivery business, as well as in new verticals like grocery deliveries, with a strong tech infrastructure at our core. We are looking for enthusiastic problem solvers to join us in scaling our platform, to digitalise businesses in Asia, uplift rider livelihoods and build a hyper-convenient platform for our customers. If you love working with technology to create solutions and are not afraid to roll up your sleeves to get things done, you will find your tribe here at foodpanda. Our diverse and high-performing team comprises people from more than 60 nationalities, and we welcome all experiences, backgrounds, and perspectives. We’re looking for a highly-driven & motivated Vendor Onboarding & Operations Executive for our team in Singapore. If you are looking for a place where you can gain hands-on exposure & have direct impact, then this may be the place for you! The ideal candidate will have a track record as a significant individual contributor – comfortable working independently, whilst working closely with the management team. This role will be based in Singapore & will report to the Senior Vendor Onboarding & Operations Manager. Responsibilities: As a Vendor Onboarding & Operations Executive, you will work as a member of our team & will be responsible for: Onboarding potential vendors onto the foodpanda platform via phone calls &/or google meet Setting up relevant operational accounts for potential vendors for them to start selling on foodpanda Ability to understand & operate applications  Assist with data extraction, analysis & presentation Setting up standard operating procedures & ensuring its being executed by the team Generate ideas, solutions & provide recommendations for process improvements  Assist in process & guide documentation ensuring its up to date Working alongside with relevant stakeholders on projects In charge of updating relevant stakeholders on new product features  Set up weekly calls to run though any issues & process alignment  Conduct checks on all onboarded accounts to ensure accuracy of SOP Device & feature testing  Raising & following through product tickets End to end project management  Any other ad hoc tasks as requested by your manager Qualifications Preferably 1-2 years of relevant working experience within the similar role Highly communicative with a pleasant personality Fluent in written & spoken English; other language skills is advantageous Proactive & self-motivated individual who thrives on meeting targets & has the ability to work under pressure Prior call center experience will be advantageous, but not mandatory Proficient in excel  Analytical & problem solving individual Additional information A dynamic and challenging working environment with a steep learning curve Responsibility from day one in the leading food delivery company in the world The opportunity to be part of a happy, high functioning and smart team Periodic fun, engaging company events & team activities  A company committed to developing you personally and professionally. A vibrant and international team with diverse backgrounds from all over the world A culture that empowers you to take full ownership of your work and career Our parent company, Delivery Hero, is a global leader in the food delivery industry processing over 3 million orders every day and operating in 40+ markets in the world, with 18,000 employees and approximately 500,000+ restaurant partners. Please apply directly via the link here: https://smrtr.io/jTvtQ",FOODPANDA SINGAPORE PTE. LTD.
"Executive/Snr Executive (HEALTHCARE OPERATIONS, PUBLIC HEALTHCARE) #HJW","As part of Operations Department, you will provide project management, operations and administrative support in the areas of surgical care and other hospital initiatives.  Your scope will be: Data analysis, proposal writing, monitoring of Key Performance Indicators, generating performance reports, managing and reporting administrative functions as well as time management skills are essential work areas. For interested applicants, please click on APPLY NOW!  Jessie Wong Yuan Si R2197171 Recruit Express Pte Ltd (Healthcare & Lifesciences Division) EA License: 99C4599",RECRUIT EXPRESS PTE LTD
"Senior/Principal Specialist, Job Matching & Events Innovation","Job Description You will be part of the team to design, develop, implement, and maintain job matching systems and processes including innovations for e2i’s events. As a Principal Specialist, you will develop strategic workstreams, identify new opportunities, manage and maintain close partnerships with internal stakeholders to understand e2i’s business goals across multiple divisions and teams to prepare advise, think-pieces, data analysis to synthesize concepts and information for decision making. You will also work closely with external partners and vendors to ensure a smooth execution of service contracts, IT systems including procurement of the upcoming systems and services for event operations and job matching needs for the organisation. Your key job responsibilities will include the following: Vendor Management Execute procurement to select the vendor(s) that is best able to meet the business needs and deliver the solution on time and within budget. Liaise with the appointed vendor and internal corporate teams to ensure that: Vendor develops, deploys, and documents the solutions that meet business needs and are delivered on time and within budget. Vendor puts in place suitable measures to transit smoothly from development phase to support & maintenance phase. Contract Service Management are adhered by vendor to comply with all contractual obligations and performance standards specified in the service-level agreements, and Project risks are properly mitigated and managed to minimise system downtime including monitoring of regular system updates, risk and IT security testing, enhancements developments to meet business needs. Project Management Drive end to end projects implementation and engage with team and internal stakeholders to design, develop and implement new systems or improve on existing systems’ features related to events management/ job search platforms Work with business users and management to develop and align frameworks, workflows, SOPs and guiding policies and to roll out an effective change management process Events & Job Matching Systems Management/ Application Support Set up and optimise structures and processes to provide end to end users support including but not limited to: Establish and maintain close partnerships with internal business users, understand their needs and work with the external vendor(s) to deploy appropriate solutions to meet business needs Create and maintain system user guides, briefing and perform L1 troubleshooting, escalating to vendor for technical support and follow up closely on status update Jobseeker Group (JSG) Secretariat and Stakeholders Engagements Drive consultation with internal stakeholders across teams to understand users needs to improve systems processes/ functions to meet Group’s and organisation’s current and emerging business needs Manage and support development of Group’s work streams including identify resources, develop terms of reference and operating procedures, coordinating taskforces / project committees, track implementation progress and prepare reports and advise to the group and its work programmes. Provide meeting support to Group’s management meetings including organise meetings, keep records (i.e minutes, maintaining documents), prepare communications for stakeholders including coordinate cross Group workstreams when needs arises. Job Requirements Well-versed in the employment and employability (E&E) landscape with experience in managing and running of E&E events. Candidates who have prior operational experience in events management, knowledge of recruitment processes, and savvy with IT systems will be preferred. Relevant experience in secretariat administration work and product management & development roles will be an advantage. High level of personal leadership with good time management and problem-solving skills. Strong project management and vendor management skills. Possess strong analytical and strategic thinking skills. Excellent interpersonal, communication and writing skills. Independent, pro-active, and able to multi-task in a fast-paced environment. Strong team player. Flexible to accommodate to adjusted work schedules, evenings, and weekends when required to serve workers / jobseekers needs; in which time off will be offered. Only Singaporeans may apply. Designation and salary will commensurate with experience. We will only contact shortlisted candidates",Employment And Employability Institute Pte. Ltd
Senior Specialist (Tripartite Alliance for Dispute Management)(TADM),"Responsibilities: 1. Case Management · Retrieve cases from Case Relationship Management System (CRM), assess the cases and provide timely assistance and advisory · Advise members on any workplace-related matters/ disputes at Tripartite Alliance for Dispute Management (TADM) at NTUC (stationed in Jurong East) · Provide assistance to resolve the employment disputes of members and companies such as through mediation · Follow through a case from advisory to reaching an agreed settlement for members · Ensure accurate and timely documentation of cases · Coordinate with relevant parties on employability and employment for members who require placement assistance  2. Customer Service · Provide efficient counter services according to duty roster · Encourage member retention  3. Operations Support · Identify processes or SOPs to enhance TADM at NTUC Operations effectiveness · Liaise with Tripartite partners and unions to manage cases. · Provide guidance to junior case officer  4. Advocacy & Outreach · Participate in Labour Movement Policy discussions to champion workers’ cause · Assessment and analysis of data and trends · Conduct case sharing and exchanges in Labour Movement  5. Others · Engage in any other duties and ad hoc projects as assigned  Requirements: · At least 5- 10 years of experience in HR or industrial relations · Able to lead and collaborate well in a team · Good knowledge of employment laws and ability to apply employment laws in handling grievances · Comfortable with using multiple IT systems for resolution of cases · Excellent interpersonal skills and ability to communicate with all levels including workers, management & key working partners · Independent and possess strong analytical and problem-solving skills · Hgh perseverance, takes initiative and willing to go the extra mile for members",National Trades Union Congress (NTUC)
"Assistant Human Resource Manager, Business Partnering","Our client is looking for a Asst HR Manager to lead the execution and management of HR activities including Talent Acquisition and HR Business partnering functions.  Key Responsibilities: Manage the full spectrum of HR central resourcing of specialists, from interviewing to onboarding, ensuring a seamless and efficient process. Management of the Total Performance Management for staff including data preparation, analysis, charting, calibration, and reviewing promotion justifications. Stay updated and work progressively on human resource related policies, making recommendations to ensure relevance, compliance with regulatory requirements Provide professional advice on the interpretation of HR policies, procedures, legislation, and manpower planning relating to clinicians. Provide supervision and coaching to junior executives in the team to ensure effective, efficient, and professional delivery of HR plans, programs, and services. Undertake projects/assignments related to manpower planning in the cluster, collaborating closely with the team on manpower discussions. Requirements: Bachelor's degree in Human Resources or a related field Minimum 6-8 years of relevant HR experience in business partnering. Candidates with more relevant HR experience will be considered for the Senior Manager’s position. Excellent interpersonal and communication skills. Team player, independent, resourceful, and adaptable in a dynamic work environment. Digital savvy, analytical skills with proficiency in MS Excel tools for data analysis, building charts. Good numeric sense, meticulous, and a strong problem-solver  By submitting any application or résumé to us, you will be deemed to have agreed and consented to us disclosing your personal information to prospective employers for their consideration.  We regret only short-listed candidate will be notified.  Registration No: R22110663 / Phua Qiu Ru / EA Licence No: 12C6253",Dynamic Human Capital Pte Ltd
Senior Oil Analyst,"Location: Town Industry: Trading House Basic Salary Range: Up to $15,000 per month  Extensive employee benefits package and Bonus scheme. Reporting to CEO or Head (Oil Trading) Responsibilities: Conduct research to enhance predictions of oil market trends, prices, and supply and demand factors. Utilize data to gather insights, improving decision-making processes and performance. Serve as a subject matter expert on designated markets or products. Provide recommendations on trading strategies and risk management to internal stakeholders. Develop and maintain financial models, databases, and charts to support oil market analysis. Collaborate with the trading team to refine strategies across various products from short-term, long-term, and fundamental perspectives. Requirements Bachelor’s degree or equivalent qualification. Proficiency with data analytic tools and platform experience is preferred. Ability to develop analytical models and handle a wide variety of data and information. Minimum of 5 years of experience working in the oil and petroleum industry, preferably in an analyst or trading role. Knowledge of global oil and gas production, refining processes, and market trends. Experienced in analyzing various types of oil products, including Heavy Fuel Oil, Middle Gas, and Light Naphtha. Passion for research and trading to drive profitable strategies. Excellent communication skills, with the ability to present large, complex data and findings effectively. Capability to independently conduct market analysis and generate insights, while also collaborating within a team with a focus on continuous improvement. Please submit your updated resume in Word format by using the Apply Now Button. We regret that only shortlisted candidates will be notified Email resume to tiffany@peopleprofilers.com People Profilers Pte Ltd, 20 Cecil Street, #08-09, PLUS Building, Singapore 049705. Tel: 6950 9722 http://www.peopleprofilers.com EA License Number: 02C4944 Registration Number: R1111371 Posting Personnel: Tiffany Ong Meng Yen   ",People Profilers Pte Ltd
"Senior / Executive, Operations (Healthcare)","Overview Our healthcare client is looking for a Senior/Executive to provide operations and administrative support for the department's strategic goals in clinical and development services.  Responsibilities Provide operations and administrative support to manage hospital-defined strategic goals in clinical/development services. Propose strategies and policies on operational processes, workflow design, financial assessment, and data analysis. Assist in project management activities and oversight of patient workflows. Perform secretariat duties for committees related to department projects. Assist in implementing projects supporting the hospital's strategic plans. Monitor work plans, deploy resources, track KPIs, and liaise with stakeholders. Provide full administrative support for effective meetings and record-keeping. Uphold requirements of governing documents and ensure actions are followed through. Serve as a central point for disseminating inter-cluster/inter-departmental communication. Requirements: Bachelor's Degree, minimum 3 years' relevant work experience. Experience in hospital operations is an added advantage. Team player with initiative, ability to manage pressure, multi-task, and work independently. Meticulous, analytical, with good organizational, coordination, interpersonal, and communication skills.  Interested applicants, please send in your detailed resume in MS Word format. We regret only short-listed candidate will be notified. Registration No: R23119349 / Kasie Tay Xiu Yun / EA Licence No: 12C6253",Dynamic Human Capital Pte Ltd
HRBP Manager (Medical Manpower Office),"Key Responsibilities:  Strategize and conduct specialist manpower planning in the cluster by working closely with the team on manpower discussions at the clinical service line, monitor the manpower for the future, map out specialty pipeline and identify instability in the workforce, basic analysis of adequacy of manpower, craft and document discussion meetings as well as track the progress of this work;  Innovate and develop system based solutions to tracking manpower movement in the cluster by harnessing Artificial Intelligent and IT systems. Work closely with various stakeholders on developing a system-based solution to tracking of manpower movement and deployment within Cluster;  Manage the full spectrum of the HR central resourcing of medical specialists from interviewing to on-boarding;  Co-facilitate the Total Performance Management for clinicians at cluster level from data preparation, analysis and charting to calibration and specialist clinicians’ promotions;  Keep abreast and work progressively on medical human resource related policies, make recommendations to ensure that they are relevant and in compliance with the regulatory requirements and are up-to-date with the healthcare climate changes;  Work closely with the Group Chiefs to create and/or harmonise one NUHS Clinical Fellowship Programmes by specialties and sub-specialties which includes, not limited to, writing, editing and submission to the governing agency;  Provide professional advice on the interpretation of HR policies, procedures, legislation, manpower planning relating to clinicians;  Provide supervision and coaching to the junior executives in the team to ensure the effective, efficient and professional delivery of HR plans, programmes, services; and  Undertake projects/assignments which may be assigned from time to time.  Requirements:  Minimum 5 years of relevant HR experience in business partnering. Candidates with more relevant HR experience will be considered for the Senior Manager’s position.  Prior manpower planning and analytics experience is a must.  Excellent interpersonal and communication skills.  Team player, independent, resourceful and adaptable in a dynamic work environment.  Digital savvy, analytical skills with proficiency in MS Excel tools for data analysis, building charts.  Good numeric sense, meticulous and a strong problem-solver.  HR Experience in healthcare sector, while not a pre-requisite, will be an added advantage.",BGC Group Pte Ltd
"Assistant Manager/ Senior Executive, Workforce Competitiveness","Company description:  The Agency for Integrated Care (AIC) aims to create a vibrant care community for people to live well and age gracefully. AIC coordinates and supports efforts in integrating care to achieve the best care outcomes for our clients. We reach out to caregivers and seniors with information on staying active and ageing well, and connect people to services they need. We support stakeholders in their efforts to raise the quality of care, and also work with health and social care partners to provide services for the ageing population. Our work in the community brings care services and information closer to those in need. For more about us, please visit https://www.aic.sg.   Job description:  Job Description Support strategic manpower compensation schemes Review and critically analyse policies and frameworks Support the design and development of implementation plans for sector manpower initiatives, such as that on compensation and benefits. Partner relevant stakeholders to ensure the smooth and timely implementation of the manpower initiatives Manage, collect, and perform data analysis on annual surveys to drive policy decisions Manage grant disbursements for various schemes ensuring timely and accurate payments. Job Requirements Degree in Human Resource, Business or other relevant disciplines Experience in compensation and benefits will be a value-add Meticulous and possess an excellent eye for detail Good written and interpersonal communication skills Possess the ability to work independently, self-driven, pro-active with a strong sense of responsibility Strong team player and a self-starter with the resilience to thrive in a highly dynamic organisation Entry level candidates are welcome to apply",Agency for Integrated Care
"Senior Executive, Manpower Development","Company description:  The Agency for Integrated Care (AIC) aims to create a vibrant care community for people to live well and age gracefully. AIC coordinates and supports efforts in integrating care to achieve the best care outcomes for our clients. We reach out to caregivers and seniors with information on staying active and ageing well, and connect people to services they need. We support stakeholders in their efforts to raise the quality of care, and also work with health and social care partners to provide services for the ageing population. Our work in the community brings care services and information closer to those in need. For more about us, please visit https://www.aic.sg.   Job description:  Internal Job Description Job Description Champion manpower initiatives in the Community Care sector and cultivate win-win partnerships with service providers in the areas of manpower resourcing Drive initiatives to attract, retain and develop the community care sector's workforce and its leadership bench strength, and strengthen the sector's Human Resource capabilities Implement foreign work pass policies, including administration, processing of applications and quota management Engage and work closely with the HR partners in the Community Care sector to ensure the smooth and timely implementation of the manpower initiatives Support the Community Care sector in their recruitment activities including physical and virtual job fairs Perform data analysis in areas such as workforce profile and salary Requirements Degree in any discipline Strong communication and writing skills Efficient planning skills and an ability to adhere to deadlines. Versatile in working independently as well as an effective team player. Possess strong analytical and diagnostic skills, meticulous with a high level of integrity. Strong ability to handle ambiguity and high work pressure in a fast-paced and dynamic work environment.",Agency for Integrated Care
"Senior Assistant Manager,Registrar's Office(Innovation & Digital Transformation)","Senior Assistant Manager, Registrar's Office (Innovation & Digital Transformation) The successful candidate will get the opportunity to work with multiple stakeholders within and outside the Registrar’s Office to drive innovation and digital transformation in Registrar’s Office. He/She will be involved in developing and implementing systems, redesigning work processes, and performing data analysis to support decision-making. Key Responsibilities Innovation and Digital Transformation Review current operational processes and identify areas for improvement Propose innovative solutions using Artificial Intelligence (AI) tools to enhance efficiency and increase productivity Work with stakeholders to execute process enhancements and automation Project and System Implementation Collaborate with cross-functional teams to envision future business requirements for new systems, e.g., PET/CET Play a pivotal role in designing, developing, and implementing system solutions to streamline operational workflows Conduct user system testing, troubleshoot issues and provide constructive feedback on the system functionalities Data Analysis and Reporting Collate and analyze student-related data from various sources to identify meaningful insights Develop and maintain reports and dashboards to present key performance indicators Assist in the development of data-driven strategies to achieve the business objectives of the Registrar’s Office  Job Requirements A recognized degree in Data Analytics, Computer Science, Information Technology or a related field 3-5 years of relevant work experience in system development and implementation Strong analytical skills and proficiency in AI and data analysis tools Customer service oriented and possessing a positive attitude to approach work challenges Open minded team player who keeps the team goals in view Good communications skills in both written and spoken to handle diverse stakeholders",Singapore Institute of Technology
Strategy & Planning Manager,"Job Description: Assisting CSO and management team to plan and direct the organization’s strategic and long-range goals. Assisting CSO and management team to design/revise the organization’s business strategies and long-range goals through plan-do-check-act activities. Assisting management team to monitor the regular business reviews, proactive data analysis and strategic planning.  Support by leveraging with internal & external stakeholders to identify strategic priorities, develop initiatives, and build long-term strategic plans to drive growth. Responding quickly and effectively to change and ambiguity. Creating and communicating a clear strategic vision for the business. Working through conflict to get win-win results. Lead the activities of the strategy team on competitive market research. Effectively managing a team of strategy analysts and creating an environment that is conducive to teamwork, innovation and objectivity, which motivates a highly competent, driven and productive team. Job Requirements: Bachelor’s degree from an accredited four-year institution majoring in business, finance, accounting, marketing, economics or a related field is preferred. At least 3 years working experience in strategy planning and/or development positions, preferably in a fast paced and dynamic business environment. A proven track record in evaluating growth strategies and speaking with senior stakeholders. Must be comfortable working in a fast-paced, busy, and somewhat stressful environment while working under pressure and meeting deadlines. Strategic thinker with networking aptitude. Must have strong PC skills, including advanced knowledge of MS Office (Excel/PowerPoint/Word) and intermediate level database skills. Outstanding communication and interpersonal skills Experience of e-waste or battery recycling industry. Take initiates and able to motivate team members for improvement.",Private Advertiser
Senior Strategy & Planning Manager (E-Waste Industry),"Working Day: Mon to Fri Working hours: 8.45am to 5.45pm Location: West Side, Singapore (Tuas Area) Salary: $9k - $12k  About Our Client Our client is a leading electronic waste management company globally, specializing in the responsible recycling and disposal of electronic and electrical equipment. They offer comprehensive solutions for businesses and organizations to ensure the environmentally sound handling of their e-waste, promoting sustainability and resource conservation. They are currently looking for a Senior Strategy & Planning Manager to be part of their team.  Job Description Providing inputs as well as assisting the CSO and management team on key issues Plan and direct the organization's strategic and long-range goals Design/Revise the organization's business strategies and long-range goals through plan-do-check-act activities Monitor the regular business reviews, proactive data analysis and strategic planning Leverage with internal & external stakeholders to identify strategic priorities, develop initiatives, and build long-term strategic plans to drive growth Responding quickly and effectively to change and ambiguity Creating and communicating a clear strategic vision for the business Working through conflict to get win-win results Overseeing the activities of the junior strategy management team on competitive market research Effectively managing a team of strategy analysts and creating an environment that is conducive to teamwork, innovation and objectivity, which motivates a highly competent, driven and productive team  The Successful Applicant Bachelor's degree in any related field. Minimum of ten years of experience in strategy planning and development roles. Showcase a proven track record in evaluating growth strategies. Advanced proficiency in MS Office (Excel, PowerPoint, Word), along with intermediate-level database skills.      Low Jia Yi R22104302 The Supreme HR Advisory Pte Ltd 14C7279",The Supreme HR Advisory Pte Ltd
Manager/Senior Manager (IT Project/Product Manager),"Company description:  The National University of Singapore is the national research university of Singapore. Founded in 1905 as the Straits Settlements and Federated Malay States Government Medical School, NUS is the oldest higher education institution in Singapore   Job description:  About NUS IT NUS Information Technology is the cornerstone to providing reliable, high-performance and secure IT solutions and effective IT governance for the campus. Here at NUS IT, we aim to transform NUS into a borderless computing community providing knowledge at its fingertips by enhancing the use of effective applications and services for teaching and learning. We drive a culture that is forward-looking. With a strong passion for IT, our people are always striving to improve, push boundaries and innovate with a ""can-do"" attitude. We embrace collaboration, open communication and knowledge sharing. If you see yourself thriving in a dynamic environment and breaking new grounds with innovative ideas, you will find yourself at home in NUS IT. As part of our team, you can look forward an empowered work environment that allows you to take charge of your own career path. We provide competitive remuneration as well as flexible work arrangements to enable your growth and development. We pride ourselves on our diverse workforce and are committed to transforming NUS into a leading global University shaping the future. https://nusit.nus.edu.sg/ Job Purpose The candidate will be responsible for IT projects deliveries, application enhancements and operation support that are related to the Faculty Administration business. He/she will also be responsible for product success across the whole product lifecyle with a business acumen to understand the business domain, analyse data, identify trends and make informed decisions. He/she will be expected to work closely with the user community, external vendors, IT architecture team and other stakeholders in achieving agreed project objectives. The successful candidate can expect a nurturing environment to develop deep skillsets and contribute to keeping NUS at the forefront of education innovation. Job Description Project Management - Accountable for the overall successful delivery of project. - Oversee the delivery of projects to ensure that project targets are met. This includes, amongst others, conducting user requirement analysis, participating in solution design, planning and executing testing, deploying solution to ‘live' etc. - Create and/or review project artefacts and deliverables to ensure quality and NUS guidelines and polices are met. - Manage procurement, including amongst others, preparation and publishing tender specifications, evaluating, and recommending potential solutions and/or vendors, contract management etc. - Liaise closely with business users and builds good rapport. - Liaise closely with vendors to ensure successful delivery of products and/or services in accordance with contract obligations. - Manage project team to ensure optimization of manpower resources while maintaining a healthy team morale. Product Management - Responsible for the product planning and execution throughout the Product Lifecycle, including: gathering and prioritizing product and customer requirements, defining the product vision, and working closely with cross-functional colleagues. - Ensure that the product supports the company's overall strategy and goals. - Be familiar with similar and competing products in the market. - Do research to plan a competitive mid to long term roadmap of the product. - Utilise prototypes and proof-of-concepts to maximise success rates of implementations. Maintenance and Support - Accountable for the overall successful provision of on-going application maintenance and support to ensure SLAs are met. - Oversee and/or provide maintenance and support of applications, including amongst others, delivery of enhancements and bug fixes, managing service requests, troubleshooting of problems etc. - Create, update and/or review systems artefacts and deliverables to ensure quality and NUS guidelines and polices are met. - Perform systems analysis and data analysis including revising existing system/report logic and procedures. - Handle audit queries and ensures audit and security compliance are met. - Work closely with business users in annual IT project planning and enhancement prioritization. - Liaise closely with vendors to ensure successful provision of support and maintenance in accordance with contract. Qualifications - Degree in Information Technology, Computer Science, Computer Engineering or equivalent. - At least 10 years within IT industry, inclusive of 3+ years in a technical role, and 7+ years' experience in project management. - Good grasp of modern IT technologies, methodologies, architectures, and best practices. - Strong business process and analytical skills with the ability to assimilate information quickly and communicate complex requirements and issues clearly and concisely. The ability to understand the business questions that users are trying to answer is essential. - Strong oral, written and interpersonal communication skills with the ability to interact and communicate effectively with all levels of management, users and vendors. - Must be a self-starter and able to work independently with minimum supervision. - Must be a good team player, proactive in nature, fast learner, highly organized and positive attitude. - Certification in PMP or CITPM will be an added advantage. - Certification in Product Management (eg. Certified Scrum Product Owner) will be an added advantage. - Experience in Higher Education industry is a bonus. More Information Location: Kent Ridge Campus Organization: NUS Information Technology Department : Applications - Faculty & Research Systems Employee Referral Eligible: Yes Job requisition ID : 24395",National University of Singapore
"Senior Executive / Assistant Manager, Fund Administration & Partnerships","Senior Executive / Assistant Manager, Fund Administration & Partnerships, will perform fund administration and partnership engagement for two national initiatives administered by C3A, which are the Silver Volunteer Fund (SVF) and National Silver Academy (NSA). Other responsibilities include project planning and execution of projects related to SVF and NSA, such as increase adoption of Geragogy Guidelines, development of a digital platform for volunteers and forging collaborations with strategic partners and Active Ageing Centres to promote take-up of C3A’s programmes.   Job Scope: Fund Administration & Partnership Engagement  Project Planning & Execution  Engage new partners to establish strategic collaborations and manage existing accounts. Work closely with partners to review, evaluate and improve volunteer opportunities / courses and grow participation among seniors.  Ensure compliance in fund administration processes and regulations.  Conduct data analysis and support management reporting on SVF and NSA related matters through presentations, papers, meetings, and other platforms. Work with marketing agencies to research and improve the branding and perception of volunteerism and learning among seniors. Be part of the dynamic team to implement innovative strategies and actions to achieve Key Performance Indicators of the projects. Work with appointed vendors and partners to meet deliverables of the projects and within stipulated timelines.  Support the team in the monitoring of project milestones and preparation of progress updates. Support meetings held with various stakeholders and minutes taking.  Any other duties assigned by the supervisor according to needs of organization. Requirements: Diploma or Bachelor’s degree in any discipline (with 3-5 years of relevant working experience). Good team player with positive attitude.  Candidate must possess good project management, operations planning, writing and interpersonal skills with an eye for detail.  Proactive, able to multi-task and manage a varied and high-volume of workload within set deadlines. Display willingness to learn and be able to manage challenges with a can-do attitude.  Must be proficient in Microsoft Office.  Proficient in English and able to read Chinese for vetting of Chinese content. Able to write Chinese is a plus for modification of Chinese content. Experience in managing projects related to senior volunteerism, lifelong learning and/or digital projects would be an advantage.   ",Council For Third Age
